MacDeviceID,DeviceName,UserKey,RegionKey,BUKey,SerialNumber,Model,OSVersion,EnrollmentDate,LastCheckInDate,Status
MAC-01197,MAC-BRS-01197,3246,6,3,C02PSEGZM0N,MacBook Pro 16,macOS 15.5,2026-06-09,2026-07-06,Managed
MAC-01198,MAC-USE-01198,2095,1,8,C02JL8Q9RV5,MacBook Air 13,macOS 15.4,2025-09-08,2026-07-07,Needs Attention
MAC-01199,MAC-BRS-01199,519,6,7,C028ONW0JSO,MacBook Pro 14,macOS 15.4,2024-08-25,2026-07-04,Retired
MAC-01200,MAC-SEA-01200,4004,5,12,C02PVS9OWPO,MacBook Pro 14,macOS 15.5,2026-03-29,2026-07-04,Managed
MAC-01201,MAC-BRS-01201,3714,6,12,C02VDWZ3SVD,MacBook Pro 14,macOS 15.4,2026-05-26,2026-07-05,Managed
MAC-01202,MAC-EUN-01202,5168,3,12,C02AVCU0GSD,Mac mini,macOS 15.4,2025-11-13,2026-07-06,Managed
MAC-01203,MAC-SEA-01203,13599,5,1,C023YMGKU04,MacBook Air 13,macOS 15.4,2025-04-05,2026-07-07,Managed
MAC-01204,MAC-EUW-01204,6576,4,5,C02GOM7ZL1M,MacBook Air 13,macOS 14.7,2024-07-31,2026-07-06,Managed
MAC-01205,MAC-SEA-01205,3515,5,5,C02NE3II7F1,MacBook Pro 14,macOS 15.5,2025-10-10,2026-07-06,Managed
MAC-01206,MAC-EUW-01206,11586,4,3,C0244B4ZARS,Mac mini,macOS 15.5,2024-09-09,2026-07-07,Managed
MAC-01207,MAC-SEA-01207,4150,5,12,C02XF05HW6E,MacBook Air 13,macOS 15.4,2025-03-26,2026-07-07,Managed
MAC-01208,MAC-USW-01208,5621,2,11,C02UKX5Q7LD,Mac mini,macOS 14.7,2025-10-04,2026-07-07,Managed
MAC-01209,MAC-USW-01209,4776,2,10,C02ANVCD862,MacBook Air 13,macOS 13.7,2025-08-01,2026-07-06,Managed
MAC-01210,MAC-BRS-01210,1183,6,7,C020TTP42MO,MacBook Air 13,macOS 15.5,2025-09-10,2026-07-05,Managed
MAC-01211,MAC-USW-01211,846,2,7,C026IAF3WUV,MacBook Air 13,macOS 15.4,2024-12-11,2026-07-06,Managed
MAC-01212,MAC-USE-01212,10949,1,6,C023BEHDB0W,MacBook Air 13,macOS 15.5,2024-07-17,2026-07-04,Managed
MAC-01213,MAC-BRS-01213,6809,6,8,C027K8CPBWH,MacBook Air 13,macOS 15.4,2025-05-19,2026-07-07,Managed
MAC-01214,MAC-SEA-01214,7097,5,3,C02BL597UZ0,MacBook Pro 14,macOS 13.7,2026-02-25,2026-07-04,Managed
MAC-01215,MAC-EUW-01215,3727,4,5,C02CMMU4H60,MacBook Pro 16,macOS 15.4,2025-02-25,2026-07-05,Managed
MAC-01216,MAC-BRS-01216,9567,6,2,C02XLSE9ALE,iMac 24,macOS 15.5,2024-09-29,2026-07-07,Managed
MAC-01217,MAC-EUW-01217,1959,4,11,C02OFVH6XQ0,MacBook Pro 16,macOS 15.5,2024-12-29,2026-07-07,Needs Attention
MAC-01218,MAC-USE-01218,13470,1,8,C02TZJRFI0E,Mac mini,macOS 15.5,2026-05-28,2026-07-02,Managed
MAC-01219,MAC-SEA-01219,1318,5,7,C02XAWQ3KWK,MacBook Pro 14,macOS 15.5,2025-07-16,2026-07-04,Managed
MAC-01220,MAC-USW-01220,6119,2,11,C02602FBSK7,iMac 24,macOS 15.5,2025-02-02,2026-07-05,Managed
MAC-01221,MAC-EUW-01221,4099,4,10,C02MRDS278B,MacBook Air 13,macOS 13.7,2025-11-11,2026-07-05,Managed
MAC-01222,MAC-USE-01222,4527,1,1,C02Y39DHUSJ,iMac 24,macOS 15.5,2026-04-07,2026-07-05,Managed
MAC-01223,MAC-BRS-01223,6390,6,3,C02WV6S5NBB,MacBook Pro 16,macOS 15.5,2025-01-06,2026-07-07,Managed
MAC-01224,MAC-EUW-01224,9548,4,8,C02XF47XBO8,iMac 24,macOS 14.7,2025-02-15,2026-07-05,Managed
MAC-01225,MAC-USE-01225,8418,1,1,C02NZ7KJEYJ,MacBook Pro 16,macOS 15.4,2025-12-01,2026-07-06,Managed
MAC-01226,MAC-USE-01226,11866,1,2,C02VVUH1DOI,iMac 24,macOS 15.5,2025-12-03,2026-06-30,Managed
MAC-01227,MAC-BRS-01227,6215,6,7,C028YW5LMUL,MacBook Pro 16,macOS 15.4,2025-11-09,2026-07-04,Managed
MAC-01228,MAC-USW-01228,35,2,12,C02MWZ5VY53,MacBook Pro 14,macOS 14.7,2026-01-05,2026-07-06,Managed
MAC-01229,MAC-USW-01229,11599,2,12,C021XQ77T4O,iMac 24,macOS 15.4,2024-10-23,2026-07-04,Managed
MAC-01230,MAC-EUW-01230,3894,4,8,C02PZ0YJSV8,Mac mini,macOS 15.4,2024-08-17,2026-07-05,Managed
MAC-01231,MAC-EUW-01231,12576,4,12,C029PMN3B62,MacBook Pro 16,macOS 15.4,2024-11-28,2026-07-05,Managed
MAC-01232,MAC-EUW-01232,10652,4,11,C02RHUPKASX,MacBook Air 13,macOS 15.4,2025-04-23,2026-07-05,Managed
MAC-01233,MAC-SEA-01233,11721,5,5,C027M416TLI,iMac 24,macOS 15.5,2024-09-10,2026-06-07,Managed
MAC-01234,MAC-BRS-01234,9212,6,7,C02UHS9I9PY,MacBook Air 13,macOS 15.4,2024-10-05,2026-07-07,Managed
MAC-01235,MAC-USW-01235,7138,2,1,C02B2OFAO6P,MacBook Pro 14,macOS 15.5,2026-01-14,2026-07-05,Managed
MAC-01236,MAC-SEA-01236,11873,5,11,C023BW03E8K,MacBook Air 13,macOS 15.5,2026-04-28,2026-06-30,Enrollment Pending
MAC-01237,MAC-BRS-01237,12866,6,5,C022XW7POPN,MacBook Air 13,macOS 15.4,2025-04-04,2026-07-05,Managed
MAC-01238,MAC-EUN-01238,4985,3,6,C02AYNIPGPY,Mac mini,macOS 14.7,2025-12-22,2026-07-07,Managed
MAC-01239,MAC-EUW-01239,2024,4,11,C028W3YQGNN,MacBook Pro 14,macOS 14.7,2026-03-09,2026-07-04,Managed
MAC-01240,MAC-USW-01240,3914,2,4,C02NBFAVRXR,MacBook Air 13,macOS 15.5,2024-12-08,2026-07-06,Managed
MAC-01241,MAC-BRS-01241,2865,6,1,C02Y0QM6YUM,MacBook Pro 16,macOS 15.5,2026-05-23,2026-07-07,Managed
MAC-01242,MAC-BRS-01242,4563,6,11,C02Q9J8YZDV,MacBook Pro 16,macOS 13.7,2025-12-02,2026-07-04,Managed
MAC-01243,MAC-SEA-01243,4081,5,1,C02KPD2ABGQ,MacBook Pro 16,macOS 14.7,2025-08-19,2026-07-05,Managed
MAC-01244,MAC-USE-01244,4739,1,2,C02R3IBKB0H,MacBook Air 13,macOS 15.5,2025-07-21,2026-07-06,Managed
MAC-01245,MAC-USE-01245,3879,1,2,C02EI763RZD,MacBook Pro 16,macOS 14.7,2024-11-21,2026-07-06,Managed
MAC-01246,MAC-EUN-01246,2165,3,4,C02P3427CDI,MacBook Pro 16,macOS 15.4,2025-12-17,2026-07-06,Managed
MAC-01247,MAC-BRS-01247,1289,6,2,C02O4V8RLEB,MacBook Pro 16,macOS 15.5,2026-02-06,2026-07-05,Managed
MAC-01248,MAC-SEA-01248,5399,5,10,C02SGS39IYH,MacBook Pro 16,macOS 15.5,2026-05-18,2026-07-07,Managed
MAC-01249,MAC-EUN-01249,2565,3,1,C02ZTYL5XXI,Mac mini,macOS 15.4,2025-01-25,2026-07-06,Managed
MAC-01250,MAC-USW-01250,4096,2,2,C02MOTZV93S,MacBook Pro 16,macOS 15.5,2026-02-16,2026-07-05,Managed
MAC-01251,MAC-USE-01251,1391,1,3,C02KZBKPVL5,Mac mini,macOS 15.5,2025-07-02,2026-07-04,Lost
MAC-01252,MAC-EUW-01252,433,4,1,C02R7XXWFIA,MacBook Pro 16,macOS 15.5,2025-04-17,2026-07-06,Needs Attention
MAC-01253,MAC-BRS-01253,124,6,9,C02PJQ5QO17,Mac mini,macOS 15.5,2026-03-29,2026-07-07,Managed
MAC-01254,MAC-USW-01254,13901,2,11,C026W9ACQE0,MacBook Air 13,macOS 15.5,2025-03-04,2026-07-05,Managed
MAC-01255,MAC-SEA-01255,13410,5,6,C02ZX8UGI9F,MacBook Pro 14,macOS 14.7,2026-03-10,2026-07-06,Managed
MAC-01256,MAC-EUN-01256,3133,3,11,C0234PHD6OH,Mac mini,macOS 15.4,2025-12-18,2026-07-06,Managed
MAC-01257,MAC-USE-01257,2618,1,10,C02SFAVQ2X2,MacBook Pro 16,macOS 15.5,2026-04-01,2026-07-05,Managed
MAC-01258,MAC-EUW-01258,5252,4,5,C0296CZNKNV,MacBook Pro 14,macOS 14.7,2025-02-02,2026-07-07,Lost
MAC-01259,MAC-SEA-01259,582,5,2,C0240IITZTD,Mac mini,macOS 15.5,2025-03-01,2026-05-31,Managed
MAC-01260,MAC-EUN-01260,10403,3,11,C024EN9IYNG,iMac 24,macOS 15.4,2025-05-31,2026-07-04,Managed
MAC-01261,MAC-BRS-01261,1121,6,7,C02UCYWP59S,MacBook Air 13,macOS 15.5,2024-08-31,2026-07-06,Managed
MAC-01262,MAC-EUN-01262,5333,3,4,C026LGD06ZR,MacBook Pro 16,macOS 15.4,2025-02-16,2026-06-23,Managed
MAC-01263,MAC-BRS-01263,5477,6,5,C02WTKMQMNL,MacBook Pro 16,macOS 15.5,2024-08-22,2026-07-05,Managed
MAC-01264,MAC-EUW-01264,12508,4,8,C026MGH9K3O,iMac 24,macOS 14.7,2026-04-25,2026-07-07,Managed
MAC-01265,MAC-BRS-01265,4901,6,11,C02PV78FUXQ,iMac 24,macOS 14.7,2025-05-17,2026-07-05,Managed
MAC-01266,MAC-BRS-01266,7926,6,4,C024PZIAXFQ,iMac 24,macOS 15.5,2026-01-27,2026-07-05,Managed
MAC-01267,MAC-USE-01267,9630,1,6,C028KAARQV6,MacBook Pro 14,macOS 15.5,2024-12-31,2026-07-06,Managed
MAC-01268,MAC-EUN-01268,6191,3,5,C02LOEBO4WM,MacBook Pro 16,macOS 15.5,2025-05-08,2026-07-01,Needs Attention
MAC-01269,MAC-USW-01269,13159,2,12,C02NSZ3U736,MacBook Pro 16,macOS 15.5,2024-10-20,2026-07-05,Managed
MAC-01270,MAC-BRS-01270,10434,6,10,C02YA2WVQ3J,Mac mini,macOS 15.4,2025-03-17,2026-07-06,Managed
MAC-01271,MAC-BRS-01271,5012,6,12,C02S814XW6W,iMac 24,macOS 15.5,2026-06-13,2026-07-05,Managed
MAC-01272,MAC-USE-01272,11508,1,5,C021QGRCFJ4,Mac mini,macOS 15.5,2025-11-12,2026-07-04,Managed
MAC-01273,MAC-USE-01273,8614,1,10,C02M9DPW89D,MacBook Pro 14,macOS 15.4,2025-10-02,2026-07-06,Managed
MAC-01274,MAC-SEA-01274,5540,5,2,C02UP66XAHA,MacBook Pro 16,macOS 15.5,2024-12-15,2026-07-06,Managed
MAC-01275,MAC-EUN-01275,3074,3,4,C02YE0O2O9I,MacBook Pro 16,macOS 15.5,2025-02-02,2026-07-07,Managed
MAC-01276,MAC-USE-01276,9473,1,5,C02W507K082,iMac 24,macOS 15.5,2024-09-20,2026-07-05,Managed
MAC-01277,MAC-EUN-01277,12423,3,5,C02AHSSO3IS,MacBook Pro 16,macOS 15.5,2025-12-09,2026-07-06,Managed
MAC-01278,MAC-BRS-01278,10163,6,10,C0249WEBMKN,MacBook Air 13,macOS 14.7,2024-10-03,2026-07-04,Managed
MAC-01279,MAC-SEA-01279,8684,5,3,C02EX9AGQAK,MacBook Air 13,macOS 15.4,2024-08-08,2026-07-04,Managed
MAC-01280,MAC-BRS-01280,2271,6,10,C027X7T964Y,MacBook Air 13,macOS 15.5,2024-11-22,2026-07-04,Managed
MAC-01281,MAC-USE-01281,7615,1,6,C022FQ4PQKF,Mac mini,macOS 14.7,2025-01-06,2026-07-06,Managed
MAC-01282,MAC-EUN-01282,1278,3,4,C02X0BOIGTY,MacBook Pro 16,macOS 15.4,2025-05-08,2026-07-07,Managed
MAC-01283,MAC-EUN-01283,949,3,2,C02TNL0Z7A6,MacBook Pro 14,macOS 14.7,2025-05-14,2026-07-06,Managed
MAC-01284,MAC-EUW-01284,3088,4,1,C020CL8CSU5,iMac 24,macOS 15.5,2025-11-21,2026-07-07,Managed
MAC-01285,MAC-USW-01285,11326,2,7,C02KO23TD9D,MacBook Pro 14,macOS 15.5,2024-09-04,2026-06-25,Managed
MAC-01286,MAC-USE-01286,1783,1,12,C02GHLMYTDW,Mac mini,macOS 14.7,2026-05-16,2026-07-06,Enrollment Pending
MAC-01287,MAC-USW-01287,12192,2,5,C02VR28VMO5,Mac mini,macOS 15.5,2025-04-07,2026-07-05,Managed
MAC-01288,MAC-SEA-01288,5767,5,8,C02SAODVL78,Mac mini,macOS 14.7,2025-04-25,2026-06-28,Managed
MAC-01289,MAC-EUN-01289,6087,3,5,C026R8PI68H,MacBook Pro 16,macOS 14.7,2024-08-17,2026-07-07,Managed
MAC-01290,MAC-USE-01290,2934,1,9,C02QNG4E68P,Mac mini,macOS 15.5,2024-12-10,2026-07-05,Managed
MAC-01291,MAC-USW-01291,3712,2,1,C02S5JE2LZO,MacBook Air 13,macOS 15.4,2025-05-19,2026-07-04,Managed
MAC-01292,MAC-BRS-01292,12060,6,9,C02X606UFRD,MacBook Pro 14,macOS 15.5,2025-12-29,2026-07-07,Managed
MAC-01293,MAC-SEA-01293,1190,5,5,C02N71OSHDY,MacBook Pro 16,macOS 15.5,2025-06-04,2026-07-04,Managed
MAC-01294,MAC-USE-01294,6291,1,4,C029I2LHDUV,MacBook Air 13,macOS 15.4,2025-08-02,2026-07-05,Managed
MAC-01295,MAC-EUW-01295,7364,4,8,C0291HZX9LJ,MacBook Pro 14,macOS 15.4,2024-12-05,2026-07-01,Managed
MAC-01296,MAC-USE-01296,7978,1,3,C02EVO4N8BX,iMac 24,macOS 15.5,2025-09-25,2026-07-05,Managed
MAC-01297,MAC-BRS-01297,3000,6,11,C02POYYYW8I,Mac mini,macOS 15.5,2025-06-17,2026-07-04,Managed
MAC-01298,MAC-EUN-01298,3454,3,10,C02LU43PONT,MacBook Pro 14,macOS 15.4,2026-05-19,2026-07-05,Managed
MAC-01299,MAC-EUN-01299,734,3,4,C02CLAPRWXJ,MacBook Pro 14,macOS 15.5,2025-10-13,2026-06-30,Managed
MAC-01300,MAC-EUN-01300,4189,3,11,C025GY4CSHX,iMac 24,macOS 15.5,2025-01-19,2026-07-06,Managed
MAC-01301,MAC-SEA-01301,6086,5,8,C02YC1XRW7E,iMac 24,macOS 15.4,2025-04-22,2026-07-05,Managed
MAC-01302,MAC-USW-01302,4313,2,1,C02OHAZCYRF,Mac mini,macOS 15.5,2025-10-16,2026-07-06,Managed
MAC-01303,MAC-EUN-01303,13844,3,7,C02FEOTXSNF,MacBook Pro 14,macOS 15.4,2026-04-08,2026-07-06,Managed
MAC-01304,MAC-SEA-01304,2011,5,8,C02QZDSVDZU,MacBook Air 13,macOS 15.5,2025-08-01,2026-07-04,Managed
MAC-01305,MAC-SEA-01305,12958,5,1,C02PYCYO4DC,iMac 24,macOS 14.7,2025-05-17,2026-07-07,Needs Attention
MAC-01306,MAC-USE-01306,969,1,5,C02Y8XIMIF8,iMac 24,macOS 15.5,2025-12-07,2026-07-06,Managed
MAC-01307,MAC-EUN-01307,9312,3,7,C02QCJHEMDP,iMac 24,macOS 15.5,2026-02-19,2026-07-05,Managed
MAC-01308,MAC-BRS-01308,1773,6,4,C026N8HWAJ4,MacBook Air 13,macOS 14.7,2024-09-27,2026-07-07,Managed
MAC-01309,MAC-EUN-01309,2873,3,9,C02L2BSMRU6,MacBook Pro 14,macOS 15.5,2025-11-28,2026-06-30,Managed
MAC-01310,MAC-EUW-01310,4846,4,6,C02O1QDKYWW,MacBook Air 13,macOS 15.5,2026-01-08,2026-07-05,Managed
MAC-01311,MAC-BRS-01311,9699,6,4,C02C0V63EFC,iMac 24,macOS 15.5,2026-02-10,2026-07-05,Managed
MAC-01312,MAC-USE-01312,12108,1,10,C02XXEPW5J7,MacBook Pro 16,macOS 15.4,2025-10-07,2026-06-24,Managed
MAC-01313,MAC-USW-01313,799,2,2,C0255UCGYQT,MacBook Pro 14,macOS 15.5,2024-07-25,2026-06-27,Managed
MAC-01314,MAC-USW-01314,13799,2,9,C026WSV3H2Q,MacBook Pro 14,macOS 15.5,2026-01-16,2026-07-05,Managed
MAC-01315,MAC-EUW-01315,11864,4,1,C02GRZSEXW9,MacBook Pro 14,macOS 13.7,2026-02-12,2026-07-05,Managed
MAC-01316,MAC-EUN-01316,403,3,6,C02BIBHGV8G,MacBook Air 13,macOS 14.7,2025-09-11,2026-07-04,Managed
MAC-01317,MAC-USW-01317,7437,2,9,C02ZAOOZWB2,MacBook Pro 14,macOS 15.4,2025-05-13,2026-07-05,Managed
MAC-01318,MAC-BRS-01318,13354,6,5,C02EEONUU7A,MacBook Air 13,macOS 15.5,2025-09-13,2026-07-07,Needs Attention
MAC-01319,MAC-USW-01319,6510,2,3,C024NJZXS4V,Mac mini,macOS 15.5,2025-04-08,2026-07-04,Managed
MAC-01320,MAC-EUN-01320,7817,3,11,C02KVCHX2KG,Mac mini,macOS 14.7,2024-11-24,2026-07-06,Managed
MAC-01321,MAC-SEA-01321,4063,5,2,C02CCVZDMAL,Mac mini,macOS 15.5,2026-05-02,2026-07-05,Managed
MAC-01322,MAC-USW-01322,11982,2,1,C02VGXFOV5L,MacBook Pro 16,macOS 15.5,2026-04-13,2026-07-07,Managed
MAC-01323,MAC-USE-01323,7228,1,6,C02SSYI1YDZ,MacBook Pro 14,macOS 15.4,2025-02-04,2026-07-04,Managed
MAC-01324,MAC-EUW-01324,6992,4,3,C02BXSUR3NO,iMac 24,macOS 15.4,2026-04-02,2026-07-04,Managed
MAC-01325,MAC-EUW-01325,3121,4,2,C02B6K1XPO7,MacBook Pro 14,macOS 15.4,2025-10-26,2026-07-06,Managed
MAC-01326,MAC-USW-01326,10955,2,11,C02QWI3U3LZ,MacBook Air 13,macOS 13.7,2026-03-09,2026-07-05,Managed
MAC-01327,MAC-SEA-01327,10471,5,1,C02Y3EP3WBW,MacBook Pro 16,macOS 15.5,2025-09-09,2026-05-15,Managed
MAC-01328,MAC-USE-01328,1796,1,7,C020XUPDQ4T,Mac mini,macOS 15.5,2024-11-09,2026-07-04,Managed
MAC-01329,MAC-USW-01329,3302,2,2,C02RLMSCEUV,iMac 24,macOS 15.4,2024-12-26,2026-06-27,Managed
MAC-01330,MAC-SEA-01330,5399,5,10,C0258A90EHX,Mac mini,macOS 15.4,2025-06-04,2026-07-05,Managed
MAC-01331,MAC-SEA-01331,10543,5,8,C02TRZBP9WC,MacBook Pro 14,macOS 14.7,2025-10-13,2026-07-07,Managed
MAC-01332,MAC-USE-01332,4731,1,3,C020C4EHA2K,Mac mini,macOS 15.4,2026-04-11,2026-06-28,Managed
MAC-01333,MAC-EUN-01333,5741,3,12,C02XUG8CMEQ,iMac 24,macOS 15.4,2026-04-06,2026-07-05,Managed
MAC-01334,MAC-USW-01334,10312,2,4,C02VHB9KZ40,Mac mini,macOS 14.7,2025-11-13,2026-07-04,Managed
MAC-01335,MAC-SEA-01335,4475,5,10,C02U0TDBYXX,Mac mini,macOS 14.7,2025-08-26,2026-06-02,Managed
MAC-01336,MAC-EUN-01336,4628,3,2,C02B24JP3SR,iMac 24,macOS 14.7,2024-10-31,2026-07-06,Managed
MAC-01337,MAC-EUN-01337,2973,3,8,C02BPOXNQJT,Mac mini,macOS 14.7,2025-06-30,2026-07-07,Managed
MAC-01338,MAC-EUN-01338,4190,3,3,C02LN1R4EE6,MacBook Pro 14,macOS 15.5,2026-04-26,2026-07-07,Managed
MAC-01339,MAC-EUN-01339,4861,3,9,C02978B2RC6,iMac 24,macOS 15.4,2025-08-26,2026-06-28,Managed
MAC-01340,MAC-USW-01340,8511,2,4,C020X93MA30,Mac mini,macOS 15.5,2024-09-28,2026-07-06,Managed
MAC-01341,MAC-BRS-01341,7989,6,9,C02C6V6JRNH,Mac mini,macOS 15.5,2026-05-31,2026-07-06,Managed
MAC-01342,MAC-EUN-01342,13396,3,11,C02RW26A7MK,MacBook Pro 14,macOS 15.5,2024-12-20,2026-07-07,Managed
MAC-01343,MAC-USW-01343,6161,2,3,C02WK2Y441R,Mac mini,macOS 15.5,2026-06-06,2026-07-05,Managed
MAC-01344,MAC-USE-01344,6949,1,7,C02Y9MYOGKN,MacBook Air 13,macOS 13.7,2026-06-10,2026-07-04,Managed
MAC-01345,MAC-BRS-01345,115,6,3,C02JZAALEHC,Mac mini,macOS 15.5,2025-04-26,2026-07-04,Needs Attention
MAC-01346,MAC-BRS-01346,5619,6,1,C024PFCEBR0,Mac mini,macOS 15.5,2026-02-25,2026-07-06,Managed
MAC-01347,MAC-EUN-01347,11665,3,9,C025KMPRNDJ,MacBook Air 13,macOS 15.5,2025-07-18,2026-07-07,Managed
MAC-01348,MAC-USE-01348,2581,1,4,C02EWEE9JXF,Mac mini,macOS 15.4,2025-11-11,2026-07-04,Managed
MAC-01349,MAC-BRS-01349,6017,6,2,C028Z3FEFYI,MacBook Air 13,macOS 15.5,2025-04-10,2026-07-06,Needs Attention
MAC-01350,MAC-USW-01350,10903,2,9,C02D21PW7S4,MacBook Pro 16,macOS 14.7,2025-09-21,2026-07-06,Needs Attention
MAC-01351,MAC-SEA-01351,10718,5,9,C02OFYVPL23,MacBook Air 13,macOS 14.7,2025-09-07,2026-07-07,Managed
MAC-01352,MAC-SEA-01352,10866,5,1,C02BT9NH4A7,Mac mini,macOS 15.4,2026-04-28,2026-07-05,Managed
MAC-01353,MAC-EUN-01353,10859,3,5,C02029TWE3N,MacBook Pro 14,macOS 15.4,2025-03-11,2026-07-05,Managed
MAC-01354,MAC-SEA-01354,2373,5,9,C02LP4UJD91,MacBook Pro 14,macOS 15.5,2024-07-20,2026-07-05,Managed
MAC-01355,MAC-USW-01355,11003,2,12,C02YNHQ4CFB,MacBook Pro 14,macOS 15.5,2025-12-06,2026-07-05,Managed
MAC-01356,MAC-EUW-01356,11330,4,3,C02G3NNKRYH,MacBook Pro 14,macOS 14.7,2025-09-14,2026-07-05,Managed
MAC-01357,MAC-EUN-01357,10324,3,3,C02AHWSVYMS,iMac 24,macOS 14.7,2024-09-10,2026-07-05,Managed
MAC-01358,MAC-USE-01358,11956,1,11,C02IQMD6AEO,MacBook Air 13,macOS 15.4,2025-05-17,2026-07-06,Managed
MAC-01359,MAC-USE-01359,11032,1,2,C02AWIXDCFO,MacBook Pro 14,macOS 15.5,2025-03-05,2026-06-27,Needs Attention
MAC-01360,MAC-USW-01360,577,2,10,C02CQ70YX2X,iMac 24,macOS 15.5,2025-09-10,2026-07-07,Managed
MAC-01361,MAC-EUW-01361,5737,4,2,C02C7BD3HM0,Mac mini,macOS 15.4,2025-06-04,2026-07-05,Managed
MAC-01362,MAC-EUW-01362,8225,4,10,C02U1PY6WW5,MacBook Pro 16,macOS 15.4,2024-11-30,2026-07-07,Managed
MAC-01363,MAC-BRS-01363,2919,6,4,C02UIRYX6XK,MacBook Pro 14,macOS 15.4,2026-05-06,2026-07-04,Managed
MAC-01364,MAC-EUN-01364,13664,3,12,C029K04S2ZN,MacBook Pro 16,macOS 15.5,2024-08-09,2026-07-04,Managed
MAC-01365,MAC-EUW-01365,10475,4,11,C02EF5GNI6K,Mac mini,macOS 15.5,2025-07-27,2026-06-18,Managed
MAC-01366,MAC-EUN-01366,2304,3,1,C02LHX4XPAX,MacBook Pro 16,macOS 15.5,2024-08-27,2026-07-06,Managed
MAC-01367,MAC-BRS-01367,614,6,3,C02G6BOIQH8,Mac mini,macOS 15.5,2025-07-14,2026-07-06,Managed
MAC-01368,MAC-BRS-01368,3052,6,1,C02UQ3Y93HJ,iMac 24,macOS 15.4,2024-08-26,2026-07-05,Managed
MAC-01369,MAC-SEA-01369,3683,5,9,C02YMPAFHKK,MacBook Pro 14,macOS 14.7,2025-05-12,2026-07-05,Managed
MAC-01370,MAC-USE-01370,7246,1,12,C026TRO4FI3,iMac 24,macOS 15.4,2026-01-04,2026-07-06,Managed
MAC-01371,MAC-USE-01371,4091,1,5,C02OP5WB7A0,MacBook Pro 16,macOS 15.5,2024-08-25,2026-07-06,Managed
MAC-01372,MAC-EUN-01372,13813,3,4,C02RL3O6K5Q,MacBook Air 13,macOS 15.5,2025-04-18,2026-07-06,Managed
MAC-01373,MAC-SEA-01373,4644,5,3,C02N1EYB1ZL,iMac 24,macOS 15.4,2025-12-09,2026-07-04,Managed
MAC-01374,MAC-EUW-01374,9700,4,4,C02Q4XFYE8D,MacBook Pro 14,macOS 15.5,2026-06-01,2026-07-07,Managed
MAC-01375,MAC-USE-01375,13230,1,1,C029GEQ4ZB1,MacBook Pro 14,macOS 15.5,2025-04-09,2026-07-05,Managed
MAC-01376,MAC-USW-01376,13886,2,10,C02SC9481SL,iMac 24,macOS 15.5,2024-10-16,2026-06-23,Managed
MAC-01377,MAC-EUW-01377,1681,4,2,C02I15LCT3P,MacBook Pro 14,macOS 13.7,2025-06-25,2026-07-05,Managed
MAC-01378,MAC-EUN-01378,1424,3,10,C02CKL6YUWH,MacBook Air 13,macOS 15.5,2025-11-29,2026-07-05,Enrollment Pending
MAC-01379,MAC-USW-01379,6202,2,6,C02KLST98E0,MacBook Pro 14,macOS 13.7,2024-09-27,2026-07-07,Managed
MAC-01380,MAC-EUW-01380,5737,4,2,C02BD0D2LFM,MacBook Air 13,macOS 15.5,2025-06-12,2026-07-04,Managed
MAC-01381,MAC-EUW-01381,13245,4,2,C02METOOP5A,MacBook Air 13,macOS 14.7,2025-10-10,2026-07-06,Managed
MAC-01382,MAC-SEA-01382,9016,5,10,C026A7GC7ZU,MacBook Pro 16,macOS 15.5,2025-06-01,2026-07-03,Managed
MAC-01383,MAC-USW-01383,680,2,8,C02I7VSJD4R,MacBook Pro 16,macOS 15.4,2024-09-15,2026-07-07,Managed
MAC-01384,MAC-EUW-01384,11178,4,1,C02XR6EAH91,MacBook Air 13,macOS 15.5,2025-02-10,2026-07-06,Managed
MAC-01385,MAC-BRS-01385,10611,6,1,C02XN0LVN2A,Mac mini,macOS 15.4,2025-07-03,2026-07-04,Managed
MAC-01386,MAC-BRS-01386,9447,6,11,C02VZTQ56YC,iMac 24,macOS 15.5,2025-07-07,2026-07-05,Managed
MAC-01387,MAC-SEA-01387,8469,5,11,C02GJ60NMCY,iMac 24,macOS 13.7,2025-02-09,2026-07-05,Managed
MAC-01388,MAC-USE-01388,7476,1,1,C02UVHZI9TA,MacBook Air 13,macOS 15.4,2025-07-03,2026-06-27,Managed
MAC-01389,MAC-USE-01389,11354,1,7,C020GEZBJ9Y,iMac 24,macOS 15.4,2025-06-15,2026-07-05,Managed
MAC-01390,MAC-USW-01390,4928,2,12,C02ZP3RKVHS,iMac 24,macOS 15.5,2024-11-04,2026-07-07,Managed
MAC-01391,MAC-EUW-01391,2210,4,5,C02U6A6QBW7,MacBook Air 13,macOS 13.7,2024-11-19,2026-07-07,Managed
MAC-01392,MAC-BRS-01392,5675,6,6,C02071GYGN7,Mac mini,macOS 15.5,2025-09-13,2026-07-04,Managed
MAC-01393,MAC-EUN-01393,2318,3,2,C02CPRY5E0K,MacBook Air 13,macOS 15.5,2026-01-12,2026-07-04,Managed
MAC-01394,MAC-USW-01394,8694,2,6,C02IAL4BD6U,MacBook Air 13,macOS 15.4,2024-08-04,2026-07-07,Managed
MAC-01395,MAC-BRS-01395,10456,6,6,C02FVQPJDMA,MacBook Air 13,macOS 15.4,2025-02-03,2026-07-07,Managed
MAC-01396,MAC-SEA-01396,2665,5,12,C02CW1CRKL4,Mac mini,macOS 15.4,2024-09-18,2026-07-04,Managed
