CloudPCID,CloudPCName,UserKey,RegionKey,BUKey,ProvisioningPolicy,LicenseSKU,Status,vCPU,MemoryGB,DiskGB,DiskType,OSVersion,IPAddress,AzureResourceGroup,ProvisionedDate,EnrolledDate,LastLoginDate,DaysSinceLastLogin,InactivityBucket
CPC-07449,CPC-BRS-07449,7449,6,1,W365-LATAM-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.6.29.25,rg-w365-brs-01,2026-02-04,2026-02-06,2026-06-27,10,Active <15 Days
CPC-07450,CPC-BRS-07450,7450,6,2,W365-LATAM-SharedOps,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.6.29.26,rg-w365-brs-02,2026-06-06,2026-06-06,2026-06-25,12,Active <15 Days
CPC-07451,CPC-USW-07451,7451,2,11,W365-US-West-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.2.29.27,rg-w365-usw-11,2025-09-13,2025-09-14,2026-07-03,4,Active <15 Days
CPC-07452,CPC-EUN-07452,7452,3,2,W365-EMEA-North-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.3.29.28,rg-w365-eun-02,2025-12-01,2025-12-01,2026-06-30,7,Active <15 Days
CPC-07453,CPC-EUW-07453,7453,4,6,W365-EMEA-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 24H2,10.4.29.29,rg-w365-euw-06,2025-07-10,2025-07-11,2026-06-26,11,Active <15 Days
CPC-07454,CPC-EUN-07454,7454,3,3,W365-EMEA-North-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.29.30,rg-w365-eun-03,2025-10-20,2025-10-22,2026-06-24,13,Active <15 Days
CPC-07455,CPC-BRS-07455,7455,6,11,W365-LATAM-SharedOps,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.6.29.31,rg-w365-brs-11,2025-06-18,2025-06-19,2026-04-28,70,45+ Days
CPC-07456,CPC-EUW-07456,7456,4,8,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/256GB,InGracePeriod,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.4.29.32,rg-w365-euw-08,2026-05-07,2026-05-07,2026-07-05,2,Active <15 Days
CPC-07457,CPC-USW-07457,7457,2,9,W365-US-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.2.29.33,rg-w365-usw-09,2025-12-21,2025-12-22,2026-06-29,8,Active <15 Days
CPC-07458,CPC-BRS-07458,7458,6,10,W365-LATAM-SharedOps,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.6.29.34,rg-w365-brs-10,2026-03-22,2026-03-22,2026-07-04,3,Active <15 Days
CPC-07459,CPC-EUN-07459,7459,3,12,W365-EMEA-North-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Ephemeral,Windows 11 Enterprise 24H2,10.3.29.35,rg-w365-eun-12,2025-05-30,2025-05-30,2026-06-30,7,Active <15 Days
CPC-07460,CPC-SEA-07460,7460,5,7,W365-APAC-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 23H2,10.5.29.36,rg-w365-sea-07,2026-06-01,2026-06-02,2026-04-25,73,45+ Days
CPC-07461,CPC-SEA-07461,7461,5,7,W365-APAC-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.5.29.37,rg-w365-sea-07,2025-10-11,2025-10-11,2026-06-17,20,15-45 Days
CPC-07462,CPC-SEA-07462,7462,5,11,W365-APAC-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.5.29.38,rg-w365-sea-11,2025-10-15,2025-10-15,2026-07-04,3,Active <15 Days
CPC-07463,CPC-SEA-07463,7463,5,1,W365-APAC-Privileged,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.5.29.39,rg-w365-sea-01,2025-10-27,2025-10-27,2026-07-04,3,Active <15 Days
CPC-07464,CPC-EUW-07464,7464,4,8,W365-EMEA-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 24H2,10.4.29.40,rg-w365-euw-08,2026-02-27,2026-03-01,2026-06-07,30,15-45 Days
CPC-07465,CPC-USE-07465,7465,1,8,W365-US-East-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.1.29.41,rg-w365-use-08,2025-08-13,2025-08-15,2026-06-26,11,Active <15 Days
CPC-07466,CPC-EUW-07466,7466,4,7,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Standard SSD,Windows 11 Enterprise 24H2,10.4.29.42,rg-w365-euw-07,2025-10-30,2025-10-31,2026-06-24,13,Active <15 Days
CPC-07467,CPC-SEA-07467,7467,5,9,W365-APAC-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.29.43,rg-w365-sea-09,2025-06-20,2025-06-22,2026-07-07,0,Active <15 Days
CPC-07468,CPC-BRS-07468,7468,6,3,W365-LATAM-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.6.29.44,rg-w365-brs-03,2026-06-02,2026-06-04,2026-07-01,6,Active <15 Days
CPC-07469,CPC-EUN-07469,7469,3,3,W365-EMEA-North-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.3.29.45,rg-w365-eun-03,2025-12-22,2025-12-22,2026-05-18,50,45+ Days
CPC-07470,CPC-EUW-07470,7470,4,9,W365-EMEA-West-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Ephemeral,Windows 11 Enterprise 23H2,10.4.29.46,rg-w365-euw-09,2025-11-21,2025-11-22,2026-06-23,14,Active <15 Days
CPC-07471,CPC-EUN-07471,7471,3,7,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Failed,4,16,128,Premium SSD,Windows 10 Enterprise 22H2,10.3.29.47,rg-w365-eun-07,2026-05-11,2026-05-12,2026-06-29,8,Active <15 Days
CPC-07472,CPC-USW-07472,7472,2,2,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.2.29.48,rg-w365-usw-02,2026-01-13,2026-01-14,2026-06-30,7,Active <15 Days
CPC-07473,CPC-USE-07473,7473,1,6,W365-US-East-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.1.29.49,rg-w365-use-06,2025-08-01,2025-08-03,2026-06-26,11,Active <15 Days
CPC-07474,CPC-BRS-07474,7474,6,12,W365-LATAM-SharedOps,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Standard SSD,Windows 11 Enterprise 23H2,10.6.29.50,rg-w365-brs-12,2025-05-25,2025-05-26,2026-04-27,71,45+ Days
CPC-07475,CPC-USE-07475,7475,1,3,W365-US-East-Privileged,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Standard SSD,Windows 11 Enterprise 24H2,10.1.29.51,rg-w365-use-03,2026-04-19,2026-04-19,2026-06-28,9,Active <15 Days
CPC-07476,CPC-USE-07476,7476,1,1,W365-US-East-Privileged,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 10 Enterprise 22H2,10.1.29.52,rg-w365-use-01,2025-05-25,2025-05-25,2026-07-01,6,Active <15 Days
CPC-07477,CPC-EUN-07477,7477,3,10,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.3.29.53,rg-w365-eun-10,2026-03-27,2026-03-27,2026-06-17,20,15-45 Days
CPC-07478,CPC-BRS-07478,7478,6,8,W365-LATAM-SharedOps,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.6.29.54,rg-w365-brs-08,2025-11-11,2025-11-12,2026-06-23,14,Active <15 Days
CPC-07479,CPC-SEA-07479,7479,5,11,W365-APAC-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.5.29.55,rg-w365-sea-11,2026-06-21,2026-06-23,2026-07-05,2,Active <15 Days
CPC-07480,CPC-EUW-07480,7480,4,7,W365-EMEA-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.4.29.56,rg-w365-euw-07,2025-07-19,2025-07-19,2026-06-24,13,Active <15 Days
CPC-07481,CPC-BRS-07481,7481,6,11,W365-LATAM-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.6.29.57,rg-w365-brs-11,2025-10-09,2025-10-09,2026-03-21,108,45+ Days
CPC-07482,CPC-EUN-07482,7482,3,6,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.3.29.58,rg-w365-eun-06,2025-11-01,2025-11-03,2026-06-20,17,15-45 Days
CPC-07483,CPC-EUW-07483,7483,4,5,W365-EMEA-West-Dev,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.4.29.59,rg-w365-euw-05,2025-06-09,2025-06-09,2026-05-19,49,45+ Days
CPC-07484,CPC-USE-07484,7484,1,1,W365-US-East-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.1.29.60,rg-w365-use-01,2025-07-16,2025-07-16,2026-07-06,1,Active <15 Days
CPC-07485,CPC-EUN-07485,7485,3,5,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.3.29.61,rg-w365-eun-05,2026-05-31,2026-06-01,2026-06-27,10,Active <15 Days
CPC-07486,CPC-EUW-07486,7486,4,11,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.4.29.62,rg-w365-euw-11,2026-03-12,2026-03-14,2026-07-07,0,Active <15 Days
CPC-07487,CPC-BRS-07487,7487,6,11,W365-LATAM-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.6.29.63,rg-w365-brs-11,2025-10-08,2025-10-09,2026-07-01,6,Active <15 Days
CPC-07488,CPC-BRS-07488,7488,6,12,W365-LATAM-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.6.29.64,rg-w365-brs-12,2026-05-16,2026-05-16,2026-07-02,5,Active <15 Days
CPC-07489,CPC-EUW-07489,7489,4,3,W365-EMEA-West-Dev,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.4.29.65,rg-w365-euw-03,2026-06-20,2026-06-21,2026-04-23,75,45+ Days
CPC-07490,CPC-SEA-07490,7490,5,5,W365-APAC-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.29.66,rg-w365-sea-05,2025-11-19,2025-11-21,2026-07-05,2,Active <15 Days
CPC-07491,CPC-BRS-07491,7491,6,4,W365-LATAM-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.6.29.67,rg-w365-brs-04,2025-09-17,2025-09-19,2026-06-23,14,Active <15 Days
CPC-07492,CPC-EUW-07492,7492,4,9,W365-EMEA-West-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.4.29.68,rg-w365-euw-09,2025-08-09,2025-08-09,2026-05-26,42,15-45 Days
CPC-07493,CPC-EUW-07493,7493,4,6,W365-EMEA-West-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.4.29.69,rg-w365-euw-06,2025-06-06,2025-06-07,2026-06-23,14,Active <15 Days
CPC-07494,CPC-EUW-07494,7494,4,4,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.4.29.70,rg-w365-euw-04,2026-03-09,2026-03-11,2026-07-07,0,Active <15 Days
CPC-07495,CPC-USW-07495,7495,2,12,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.2.29.71,rg-w365-usw-12,2025-07-12,2025-07-13,2026-06-30,7,Active <15 Days
CPC-07496,CPC-EUW-07496,7496,4,8,W365-EMEA-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.4.29.72,rg-w365-euw-08,2026-02-05,2026-02-05,2026-06-27,10,Active <15 Days
CPC-07497,CPC-USE-07497,7497,1,8,W365-US-East-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.1.29.73,rg-w365-use-08,2026-06-21,2026-06-23,2026-07-07,0,Active <15 Days
CPC-07498,CPC-EUW-07498,7498,4,1,W365-EMEA-West-Dev,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 24H2,10.4.29.74,rg-w365-euw-01,2026-01-13,2026-01-13,2026-06-25,12,Active <15 Days
CPC-07499,CPC-USE-07499,7499,1,7,W365-US-East-Standard,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 11 Enterprise 24H2,10.1.29.75,rg-w365-use-07,2026-05-05,2026-05-05,2026-06-27,10,Active <15 Days
CPC-07500,CPC-EUN-07500,7500,3,11,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.29.76,rg-w365-eun-11,2025-08-11,2025-08-12,2026-07-06,1,Active <15 Days
CPC-07501,CPC-BRS-07501,7501,6,2,W365-LATAM-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.6.29.77,rg-w365-brs-02,2025-06-21,2025-06-23,2026-07-05,2,Active <15 Days
CPC-07502,CPC-USW-07502,7502,2,7,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Standard SSD,Windows 11 Enterprise 23H2,10.2.29.78,rg-w365-usw-07,2025-11-24,2025-11-26,2026-04-14,84,45+ Days
CPC-07503,CPC-EUW-07503,7503,4,10,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Standard SSD,Windows 11 Enterprise 24H2,10.4.29.79,rg-w365-euw-10,2026-03-19,2026-03-21,2026-07-07,0,Active <15 Days
CPC-07504,CPC-USE-07504,7504,1,6,W365-US-East-Privileged,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 11 Enterprise 24H2,10.1.29.80,rg-w365-use-06,2025-11-20,2025-11-20,2026-07-06,1,Active <15 Days
CPC-07505,CPC-USW-07505,7505,2,1,W365-US-West-Dev,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.2.29.81,rg-w365-usw-01,2026-05-21,2026-05-22,2026-07-06,1,Active <15 Days
CPC-07506,CPC-USW-07506,7506,2,12,W365-US-West-Dev,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 11 Enterprise 24H2,10.2.29.82,rg-w365-usw-12,2026-04-13,2026-04-14,2026-03-17,112,45+ Days
CPC-07507,CPC-USE-07507,7507,1,1,W365-US-East-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 24H2,10.1.29.83,rg-w365-use-01,2026-05-06,2026-05-07,2026-07-01,6,Active <15 Days
CPC-07508,CPC-SEA-07508,7508,5,9,W365-APAC-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 24H2,10.5.29.84,rg-w365-sea-09,2026-01-17,2026-01-17,2026-06-27,10,Active <15 Days
CPC-07509,CPC-EUN-07509,7509,3,1,W365-EMEA-North-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.3.29.85,rg-w365-eun-01,2025-09-26,2025-09-28,2026-06-26,11,Active <15 Days
CPC-07510,CPC-EUW-07510,7510,4,10,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 10 Enterprise 22H2,10.4.29.86,rg-w365-euw-10,2026-02-14,2026-02-15,2026-06-30,7,Active <15 Days
CPC-07511,CPC-SEA-07511,7511,5,11,W365-APAC-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.29.87,rg-w365-sea-11,2026-05-20,2026-05-22,2026-06-29,8,Active <15 Days
CPC-07512,CPC-EUN-07512,7512,3,6,W365-EMEA-North-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 23H2,10.3.29.88,rg-w365-eun-06,2025-09-02,2025-09-03,2026-07-06,1,Active <15 Days
CPC-07513,CPC-USW-07513,7513,2,11,W365-US-West-Standard,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 11 Enterprise 24H2,10.2.29.89,rg-w365-usw-11,2026-02-04,2026-02-06,2026-07-02,5,Active <15 Days
CPC-07514,CPC-BRS-07514,7514,6,2,W365-LATAM-SharedOps,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.6.29.90,rg-w365-brs-02,2025-06-10,2025-06-12,2026-06-27,10,Active <15 Days
CPC-07515,CPC-BRS-07515,7515,6,12,W365-LATAM-SharedOps,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 24H2,10.6.29.91,rg-w365-brs-12,2025-09-08,2025-09-08,2026-07-05,2,Active <15 Days
CPC-07516,CPC-EUN-07516,7516,3,10,W365-EMEA-North-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.3.29.92,rg-w365-eun-10,2026-05-25,2026-05-25,2026-07-03,4,Active <15 Days
CPC-07517,CPC-EUN-07517,7517,3,7,W365-EMEA-North-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 23H2,10.3.29.93,rg-w365-eun-07,2025-06-26,2025-06-28,2026-06-27,10,Active <15 Days
CPC-07518,CPC-SEA-07518,7518,5,9,W365-APAC-Privileged,W365 Enterprise 4vCPU/16GB/256GB,InGracePeriod,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.5.29.94,rg-w365-sea-09,2026-02-18,2026-02-18,2026-07-05,2,Active <15 Days
CPC-07519,CPC-USE-07519,7519,1,2,W365-US-East-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.1.29.95,rg-w365-use-02,2025-12-07,2025-12-08,2026-06-27,10,Active <15 Days
CPC-07520,CPC-USW-07520,7520,2,5,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.2.29.96,rg-w365-usw-05,2026-02-21,2026-02-23,2026-07-04,3,Active <15 Days
CPC-07521,CPC-EUN-07521,7521,3,7,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 24H2,10.3.29.97,rg-w365-eun-07,2026-02-20,2026-02-22,2026-06-23,14,Active <15 Days
CPC-07522,CPC-EUN-07522,7522,3,4,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.29.98,rg-w365-eun-04,2025-07-12,2025-07-13,2026-06-27,10,Active <15 Days
CPC-07523,CPC-EUW-07523,7523,4,5,W365-EMEA-West-Standard,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 11 Enterprise 24H2,10.4.29.99,rg-w365-euw-05,2026-03-01,2026-03-03,2026-04-10,88,45+ Days
CPC-07524,CPC-EUW-07524,7524,4,1,W365-EMEA-West-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Standard SSD,Windows 11 Enterprise 23H2,10.4.29.100,rg-w365-euw-01,2025-07-04,2025-07-05,2026-06-30,7,Active <15 Days
CPC-07525,CPC-EUN-07525,7525,3,2,W365-EMEA-North-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 24H2,10.3.29.101,rg-w365-eun-02,2025-10-12,2025-10-14,2026-07-06,1,Active <15 Days
CPC-07526,CPC-USW-07526,7526,2,6,W365-US-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.2.29.102,rg-w365-usw-06,2025-11-07,2025-11-09,2026-06-02,35,15-45 Days
CPC-07527,CPC-USE-07527,7527,1,8,W365-US-East-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Failed,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.1.29.103,rg-w365-use-08,2025-10-08,2025-10-08,2026-06-24,13,Active <15 Days
CPC-07528,CPC-USW-07528,7528,2,3,W365-US-West-Dev,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.2.29.104,rg-w365-usw-03,2025-08-12,2025-08-12,2026-07-02,5,Active <15 Days
CPC-07529,CPC-EUN-07529,7529,3,1,W365-EMEA-North-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.3.29.105,rg-w365-eun-01,2025-10-11,2025-10-11,2026-06-22,15,15-45 Days
CPC-07530,CPC-BRS-07530,7530,6,6,W365-LATAM-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.6.29.106,rg-w365-brs-06,2025-06-22,2025-06-24,2026-06-26,11,Active <15 Days
CPC-07531,CPC-USW-07531,7531,2,7,W365-US-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 24H2,10.2.29.107,rg-w365-usw-07,2026-04-19,2026-04-19,2026-06-29,8,Active <15 Days
CPC-07532,CPC-USW-07532,7532,2,5,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.2.29.108,rg-w365-usw-05,2026-01-25,2026-01-26,2026-07-02,5,Active <15 Days
CPC-07533,CPC-SEA-07533,7533,5,8,W365-APAC-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Ephemeral,Windows 11 Enterprise 24H2,10.5.29.109,rg-w365-sea-08,2025-05-18,2025-05-18,2026-06-27,10,Active <15 Days
CPC-07534,CPC-SEA-07534,7534,5,2,W365-APAC-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.29.110,rg-w365-sea-02,2025-07-24,2025-07-26,2026-07-01,6,Active <15 Days
CPC-07535,CPC-USE-07535,7535,1,5,W365-US-East-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.1.29.111,rg-w365-use-05,2025-06-06,2025-06-08,2026-06-24,13,Active <15 Days
CPC-07536,CPC-USE-07536,7536,1,9,W365-US-East-Privileged,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 11 Enterprise 24H2,10.1.29.112,rg-w365-use-09,2026-05-18,2026-05-19,2026-07-06,1,Active <15 Days
CPC-07537,CPC-SEA-07537,7537,5,4,W365-APAC-Standard,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 11 Enterprise 24H2,10.5.29.113,rg-w365-sea-04,2026-03-12,2026-03-14,2026-06-27,10,Active <15 Days
CPC-07538,CPC-USE-07538,7538,1,12,W365-US-East-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 24H2,10.1.29.114,rg-w365-use-12,2026-02-04,2026-02-05,2026-06-27,10,Active <15 Days
CPC-07539,CPC-SEA-07539,7539,5,12,W365-APAC-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.29.115,rg-w365-sea-12,2025-10-29,2025-10-30,2026-07-07,0,Active <15 Days
CPC-07540,CPC-USW-07540,7540,2,3,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 24H2,10.2.29.116,rg-w365-usw-03,2026-01-11,2026-01-13,2026-06-30,7,Active <15 Days
CPC-07541,CPC-USW-07541,7541,2,1,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.2.29.117,rg-w365-usw-01,2025-08-11,2025-08-11,2026-07-03,4,Active <15 Days
CPC-07542,CPC-BRS-07542,7542,6,3,W365-LATAM-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.6.29.118,rg-w365-brs-03,2026-06-08,2026-06-08,2026-07-03,4,Active <15 Days
CPC-07543,CPC-BRS-07543,7543,6,11,W365-LATAM-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.6.29.119,rg-w365-brs-11,2026-04-28,2026-04-28,2026-06-24,13,Active <15 Days
